,ds,trend,trend_lower,trend_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat,yhat_lower,yhat_upper
1229,2019-05-31,191.24641046985607,191.24641046985607,191.24641046985607,0.06674826533344806,0.06674826533344806,0.06674826533344806,-0.6181965468727025,-0.6181965468727025,-0.6181965468727025,189.81669233151618,184.68508147602185,195.10003955234282
1230,2019-06-03,191.46134297435063,191.46134297435066,191.46134297435066,0.054197408009604486,0.054197408009604486,0.054197408009604486,0.2684988889976146,0.2684988889976146,0.2684988889976146,190.9057694145572,185.79709450850527,196.0822313279143
1231,2019-06-04,191.53298714251548,191.53298714251548,191.53298714251548,-0.18565914311020099,-0.18565914311020099,-0.18565914311020099,0.5127698410054796,0.5127698410054796,0.5127698410054796,190.98182798361012,185.72632969903535,196.1110386008454
1232,2019-06-05,191.60463131068033,191.60463131068033,191.60463131068033,-0.10128502160861634,-0.10128502160861634,-0.10128502160861634,0.7270319147289506,0.7270319147289506,0.7270319147289506,191.352108347,186.14105175802345,196.32966921372815
1233,2019-06-06,191.67627547884518,191.67627547884518,191.67627547884518,-0.053568932562083484,-0.053568932562083484,-0.053568932562083484,0.9094019505908739,0.9094019505908739,0.9094019505908739,191.65383864007333,186.24984728188298,196.86647454930562
1234,2019-06-07,191.74791964701004,191.74791964701006,191.74791964701006,0.06674826533312887,0.06674826533312887,0.06674826533312887,1.0585552728983263,1.0585552728983263,1.0585552728983263,191.99495332844086,187.04583324069023,197.08187281032394
1235,2019-06-10,191.96285215150462,191.96285215150462,191.96285215150462,0.05419740800987221,0.05419740800987221,0.05419740800987221,1.3024986480364724,1.3024986480364724,1.3024986480364724,192.4412783507503,187.34906235279135,197.1923224939755
1236,2019-06-11,192.03449631966947,192.03449631966947,192.03449631966947,-0.18565914310983678,-0.18565914310983678,-0.18565914310983678,1.3176792183905106,1.3176792183905106,1.3176792183905106,192.2882465381495,187.33516639757943,197.46974845761983
1237,2019-06-12,192.10614048783432,192.10614048783432,192.10614048783432,-0.10128502160847173,-0.10128502160847173,-0.10128502160847173,1.3021883368405294,1.3021883368405294,1.3021883368405294,192.42877394626572,186.89251028256234,197.88187310408298
1238,2019-06-13,192.17778465599918,192.17778465599918,192.17778465599918,-0.053568932561953574,-0.053568932561953574,-0.053568932561953574,1.2583435994079575,1.2583435994079575,1.2583435994079575,192.50428946604453,187.00674517033727,197.89299401737728
1239,2019-06-14,192.24942882416403,192.24942882416403,192.24942882416403,0.06674826533339051,0.06674826533339051,0.06674826533339051,1.1889941311610006,1.1889941311610006,1.1889941311610006,192.62690136385777,187.71452227999447,197.72693669379393
1240,2019-06-17,192.46436132865858,192.46436132865858,192.46436132865858,0.054197408009612064,0.054197408009612064,0.054197408009612064,0.8631198749687863,0.8631198749687863,0.8631198749687863,192.50340875483633,187.1012757280105,197.85096581376186
1241,2019-06-18,192.53600549682346,192.53600549682346,192.53600549682346,-0.18565914310995776,-0.18565914310995776,-0.18565914310995776,0.7286722744534029,0.7286722744534029,0.7286722744534029,192.20074877136625,186.84851980181045,197.57622909639272
1242,2019-06-19,192.60764966498832,192.60764966498832,192.60764966498832,-0.10128502160832709,-0.10128502160832709,-0.10128502160832709,0.5885994428855298,0.5885994428855298,0.5885994428855298,192.21669422946488,186.66084422940474,197.19195533101365
1243,2019-06-20,192.67929383315317,192.67929383315317,192.67929383315317,-0.05356893256182365,-0.05356893256182365,-0.05356893256182365,0.4474124503962099,0.4474124503962099,0.4474124503962099,192.1948674941869,186.79062193376055,197.56760450865974
1244,2019-06-21,192.75093800131802,192.75093800131802,192.75093800131802,0.06674826533325892,0.06674826533325892,0.06674826533325892,0.30957777519016294,0.30957777519016294,0.30957777519016294,192.2489941850408,186.8971680009979,197.70723787093564
1245,2019-06-24,192.96587050581257,192.96587050581257,192.96587050581257,0.05419740800968651,0.05419740800968651,0.05419740800968651,-0.041874752218814607,-0.041874752218814607,-0.041874752218814607,192.09992330480281,186.6074976229445,197.2707153905326
